ID condition type session sound_dist concept_dist answer RT
A54J53JJGBW0N sound real 1 2 1 0 3082
A54J53JJGBW0N sound real 2 3 2 1 3278
A54J53JJGBW0N sound real 2 2 1 1 3105
A54J53JJGBW0N sound real 2 1 4 0 2958
A54J53JJGBW0N sound real 2 4 3 1 3500
A1HKYY6XI2OHO1 joint pre 0 NA NA 1 11668
A1HKYY6XI2OHO1 joint pre 0 NA NA 0 4257
A1HKYY6XI2OHO1 joint pre 0 NA NA 0 2099
A1HKYY6XI2OHO1 joint pre 0 NA NA 1 2162
A1HKYY6XI2OHO1 joint real 1 4 4 1 4108
A1HKYY6XI2OHO1 joint real 1 1 3 0 2457
A1HKYY6XI2OHO1 joint real 1 2 1 0 2747
A1HKYY6XI2OHO1 joint real 1 3 2 1 3605
A1HKYY6XI2OHO1 joint real 2 1 2 0 2735
A1HKYY6XI2OHO1 joint real 2 3 1 1 2426
A1HKYY6XI2OHO1 joint real 2 2 4 1 5402
A1HKYY6XI2OHO1 joint real 2 4 3 0 4517
A3ULZGQA5AQMTD concept pre 0 NA NA 1 6048
A3ULZGQA5AQMTD concept pre 0 NA NA 0 2830
A3ULZGQA5AQMTD concept pre 0 NA NA 1 1765
A3ULZGQA5AQMTD concept pre 0 NA NA 1 245
A3ULZGQA5AQMTD concept real 1 2 1 1 3399
A3ULZGQA5AQMTD concept real 1 3 3 1 1722
A3ULZGQA5AQMTD concept real 1 1 4 1 459
A3ULZGQA5AQMTD concept real 1 4 2 0 134
A3ULZGQA5AQMTD concept real 2 4 3 1 491
A3ULZGQA5AQMTD concept real 2 2 4 0 86
A3ULZGQA5AQMTD concept real 2 3 2 1 132
A3ULZGQA5AQMTD concept real 2 1 1 1 62
A1LDZINXOZSW48 joint pre 0 NA NA 0 4280
A1LDZINXOZSW48 joint pre 0 NA NA 1 2482
A1LDZINXOZSW48 joint pre 0 NA NA 1 2309
A1LDZINXOZSW48 joint pre 0 NA NA 0 1941
A1LDZINXOZSW48 joint real 1 2 1 0 3178
A1LDZINXOZSW48 joint real 1 4 4 1 2596
A1LDZINXOZSW48 joint real 1 3 2 0 2342
A1LDZINXOZSW48 joint real 1 1 3 0 2263
A1LDZINXOZSW48 joint real 2 4 3 1 2943
A1LDZINXOZSW48 joint real 2 2 1 0 2376
A1LDZINXOZSW48 joint real 2 3 2 0 2294
A1LDZINXOZSW48 joint real 2 1 4 1 2293
AUOT6UI205EDN sound pre 0 NA NA 0 5735
AUOT6UI205EDN sound pre 0 NA NA 0 2964
AUOT6UI205EDN sound pre 0 NA NA 1 4208
AUOT6UI205EDN sound pre 0 NA NA 1 3034
AUOT6UI205EDN sound real 1 3 4 1 3292
AUOT6UI205EDN sound real 1 2 3 0 3184
AUOT6UI205EDN sound real 1 1 1 0 2302
AUOT6UI205EDN sound real 1 4 2 1 2148
AUOT6UI205EDN sound real 2 4 3 1 3552
AUOT6UI205EDN sound real 2 3 4 1 2694
AUOT6UI205EDN sound real 2 2 1 0 2306
AUOT6UI205EDN sound real 2 1 2 0 2241
A1WX2WNEYNWSFH joint pre 0 NA NA 0 2948
A1WX2WNEYNWSFH joint pre 0 NA NA 0 2274
A1WX2WNEYNWSFH joint pre 0 NA NA 1 3231
A1WX2WNEYNWSFH joint pre 0 NA NA 1 2089
A1WX2WNEYNWSFH joint real 1 1 4 0 3669
A1WX2WNEYNWSFH joint real 1 4 2 0 2450
A1WX2WNEYNWSFH joint real 1 3 1 0 2296
A1WX2WNEYNWSFH joint real 1 2 3 1 2678
A1WX2WNEYNWSFH joint real 2 4 1 1 3381
A1WX2WNEYNWSFH joint real 2 2 2 0 2617
A1WX2WNEYNWSFH joint real 2 3 3 0 2200
A1WX2WNEYNWSFH joint real 2 1 4 1 2171
A2V5YWKJKJLFSV joint pre 0 NA NA 1 5104
A2V5YWKJKJLFSV joint pre 0 NA NA 1 3199
A2V5YWKJKJLFSV joint pre 0 NA NA 0 2186
A2V5YWKJKJLFSV joint pre 0 NA NA 0 2757
A2V5YWKJKJLFSV joint real 1 3 4 0 3448
A2V5YWKJKJLFSV joint real 1 4 1 1 2881
A2V5YWKJKJLFSV joint real 1 1 3 0 2748
A2V5YWKJKJLFSV joint real 1 2 2 1 5667
A2V5YWKJKJLFSV joint real 2 1 1 0 2967
A2V5YWKJKJLFSV joint real 2 3 4 1 4066
A2V5YWKJKJLFSV joint real 2 4 3 1 3498
A2V5YWKJKJLFSV joint real 2 2 2 1 3124
A3QJJR5Y3XE92N joint pre 0 NA NA 1 4754
A3QJJR5Y3XE92N joint pre 0 NA NA 1 3011
A3QJJR5Y3XE92N joint pre 0 NA NA 0 2084
A3QJJR5Y3XE92N joint pre 0 NA NA 0 7238
A3QJJR5Y3XE92N joint real 1 4 4 0 5683
A3QJJR5Y3XE92N joint real 1 1 3 0 4874
A3QJJR5Y3XE92N joint real 1 2 1 0 4942
A3QJJR5Y3XE92N joint real 1 3 2 1 3815
A3QJJR5Y3XE92N joint real 2 3 1 0 6026
A3QJJR5Y3XE92N joint real 2 4 2 0 3764
A3QJJR5Y3XE92N joint real 2 1 3 1 4281
A3QJJR5Y3XE92N joint real 2 2 4 1 3643
A2APPZDU0VS9LN joint pre 0 NA NA 1 2335
A2APPZDU0VS9LN joint pre 0 NA NA 0 5531
A2APPZDU0VS9LN joint pre 0 NA NA 1 3464
A2APPZDU0VS9LN joint pre 0 NA NA 1 2744
A2APPZDU0VS9LN joint real 1 4 2 0 2672
A2APPZDU0VS9LN joint real 1 2 4 1 2917
A2APPZDU0VS9LN joint real 1 1 3 0 2542
A2APPZDU0VS9LN joint real 1 3 1 1 2942
A2APPZDU0VS9LN joint real 2 2 3 1 2665
A2APPZDU0VS9LN joint real 2 4 2 0 2496
A2APPZDU0VS9LN joint real 2 1 4 1 2977
A2APPZDU0VS9LN joint real 2 3 1 1 3101
A2I8VBHRESMG9S joint pre 0 NA NA 0 3666
A2I8VBHRESMG9S joint pre 0 NA NA 1 3153
A2I8VBHRESMG9S joint pre 0 NA NA 0 2315
A2I8VBHRESMG9S joint pre 0 NA NA 1 2643
A2I8VBHRESMG9S joint real 1 1 4 0 3875
A2I8VBHRESMG9S joint real 1 3 2 1 2929
A2I8VBHRESMG9S joint real 1 4 3 1 3098
A2I8VBHRESMG9S joint real 1 2 1 1 2482
A2I8VBHRESMG9S joint real 2 3 2 1 3011
A2I8VBHRESMG9S joint real 2 1 3 0 3043
A2I8VBHRESMG9S joint real 2 2 1 0 3178
A2I8VBHRESMG9S joint real 2 4 4 1 2522
A1FYFBIFYWTMJS joint pre 0 NA NA 1 6065
A1FYFBIFYWTMJS joint pre 0 NA NA 1 3761
A1FYFBIFYWTMJS joint pre 0 NA NA 0 3001
A1FYFBIFYWTMJS joint pre 0 NA NA 1 2301
A1FYFBIFYWTMJS joint real 1 2 1 0 7607
A1FYFBIFYWTMJS joint real 1 4 4 1 4033
A1FYFBIFYWTMJS joint real 1 3 2 1 2232
A1FYFBIFYWTMJS joint real 1 1 3 0 2186
A1FYFBIFYWTMJS joint real 2 1 4 1 4594
A1FYFBIFYWTMJS joint real 2 3 1 0 2508
A1FYFBIFYWTMJS joint real 2 4 2 0 2218
A1FYFBIFYWTMJS joint real 2 2 3 0 2030
